,Title,Occupation,Company,Company Location,Specs,Link
69,iOS Mobile Developer,"['Full Time', 'On-site']",qTech.  ,"Mansoura, Dakahlia, Egypt ",Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Objective-C · Java · OpenGL · Mobile Development · Computer Science · Computer Engineering · Software Engineering,https://wuzzuf.net/jobs/p/Gim1gMguYV8A-iOS-Mobile-Developer-qTech-Dakahlia-Egypt
70,IT Help Desk Specialist,"['Full Time', 'On-site']",Rotem SRS ,"Maadi, Cairo, Egypt ",Experienced · 3 - 3 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · IT · CCNA · Troubleshooting · SQL,https://wuzzuf.net/jobs/p/VoVllgAIBkfp-IT-Help-Desk-Specialist-Rotem-SRS-Cairo-Egypt
71,Chemist,"['Full Time', 'On-site']",Al Ahly Medical Company ,"Mokattam, Cairo, Egypt ",Entry Level · 1+ Yrs of Exp · males_preferred · R&D/Science · Pharmaceutical · Chemistry · Science · Healthcare · Pharmaceutical,https://wuzzuf.net/jobs/p/AmxEVZuRVhJu-Chemist-Al-Ahly-Medical-Company-Cairo-Egypt
72,"Senior Back-End Developer (.NET 8, PostgreSQL, ABP Framework)","['Full Time', 'On-site']",Advanced Solutions ,"Nasr City, Cairo, Egypt ",Experienced · 7 - 12 Yrs of Exp · IT/Software Development · back-end · Computer Science · Software Development · cicd · ABP fraimwork,https://wuzzuf.net/jobs/p/htnF9aXfXnk7-Senior-Back-End-Developer-NET-8-PostgreSQL-ABP-Framework-Advanced-Solutions-Cairo-Egypt
73,AI Technical Team Lead,"['Full Time', 'On-site']",Confidential ,"Cairo, Egypt ",Experienced · 5+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Angular · Cloud · computer · Computer Science · Development · Engineering · Information Technology (IT),https://wuzzuf.net/jobs/p/96sRcbkq9vc5-AI-Technical-Team-Lead-Cairo-Egypt
74,HCM Application Expert,"['Full Time', 'On-site']",Wadi Group ,"Sheikh Zayed, Giza, Egypt ",Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Computer Science · HCM · ERP · Information Technology (IT),https://wuzzuf.net/jobs/p/9ZHweYquAOwT-HCM-Application-Expert-Wadi-Group-Giza-Egypt
75,System Administrator,"['Full Time', 'On-site']",Talaat Moustafa Group ,"Dokki, Giza, Egypt ",Experienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Engineering · Communication · Communication skills · Computer Science · Documentation · English · Information Technology (IT),https://wuzzuf.net/jobs/p/xtv9xkee0BEz-System-Administrator-Talaat-Moustafa-Group-Giza-Egypt
76,Application Support Engineer,"['Full Time', 'On-site']",Al Ahly capital holding - Al Ahly Tamkeen ,"Zamalek, Cairo, Egypt ",Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Communication · SQL · Database · Oracle · Information Technology (IT),https://wuzzuf.net/jobs/p/Xw8jdoRwC84i-Application-Support-Engineer-Al-Ahly-capital-holding---Al-Ahly-Tamkeen-Cairo-Egypt
77,Analytical Chemist,"['Full Time', 'On-site']"," ELVAN Knitting, Dyeing and finishing S.A.E ","Bourj Alarab, Alexandria, Egypt ",Entry Level · 1 - 3 Yrs of Exp · males_only · R&D/Science · Analyst/Research · Chemistry · Chemist · Science · Lab Analysis · ICP-MS · GC-MS · HP-DAD · Lab,https://wuzzuf.net/jobs/p/9njAEe2fT6gM-Analytical-Chemist-ELVAN-Knitting-Dyeing-and-finishing-S-A-E-Alexandria-Egypt
78,Industrial Application Support Engineer,"['Full Time', 'On-site']",Prometeon Tyres Group – Egypt  (Ex-Pirelli Tyres Egypt) ,"Alexandria, Egypt ",Entry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Application Support · Computer Science · Engineering · Information Technology (IT) · Linux · configuring · Maintenance · Oracle,https://wuzzuf.net/jobs/p/B8Ll3kKFUJAd-Industrial-Application-Support-Engineer-Prometeon-Tyres-Group-–-Egypt-Ex-Pirelli-Tyres-Egypt-Alexandria-Egypt
79,Sr. System Administrator,"['Full Time', 'On-site']",Nour Eldin Elsherif for Trading vehicles ,"Sheikh Zayed, Giza, Egypt ",Experienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · ERP · System Administration · LAN · WAN · Security · networks,https://wuzzuf.net/jobs/p/QTLyxga20zNX-Sr-System-Administrator-Nour-Eldin-Elsherif-for-Trading-vehicles-Giza-Egypt
80,Senior Integration Specialist,"['Full Time', 'On-site']",Health Insights Group ,"Nasr City, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Information Technology (IT) · Integration · Java · JSON · ETL · Programming · JavaScript,https://wuzzuf.net/jobs/p/qNcwnrw8h2qu-Senior-Integration-Specialist-Health-Insights-Group-Cairo-Egypt
81,Senior Android Developer,"['Full Time', 'Hybrid']",SURE International Technology ,"Nasr City, Cairo, Egypt ",Experienced · 4 - 7 Yrs of Exp · IT/Software Development · Android · Computer Science · Mobile Development,https://wuzzuf.net/jobs/p/Rmo56lXPXods-Senior-Android-Developer-SURE-International-Technology-Cairo-Egypt
82,Oracle Database Administrator,"['Full Time', 'On-site']",Al Ahly Momkn for e-payment ,"Maadi, Cairo, Egypt ",Experienced · 2 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Database Administrator · PL/SQL · Administration · Architecture · Backup · Computer Science · Database,https://wuzzuf.net/jobs/p/V63jyOgd85vl-Oracle-Database-Administrator-Al-Ahly-Momkn-for-e-payment-Cairo-Egypt
83,Senior PHP Developer (Laravel),"['Full Time', 'On-site']",Our Education ,"Nasr City, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Computer Science · Laravel · HTML5 · CSS3 · MVC · Programming · javaScript,https://wuzzuf.net/jobs/p/NugJ2waIeLJz-Senior-PHP-Developer-Laravel-Our-Education-Cairo-Egypt
84,Associate Product Manager,"['Full Time', 'Hybrid']",WUZZUF ,"Cairo, Egypt ",Entry Level · 1 - 3 Yrs of Exp · Creative/Design/Art · Project/Program Management · Engineering - Telecom/Technology · Communication skills · Computer Science · Engineering · English · Information Technology (IT) · Product · Product Management,https://wuzzuf.net/jobs/p/z4Xbc9Odn3zN-Associate-Product-Manager-WUZZUF-Cairo-Egypt
85,UX/UI Team Lead,"['Full Time', 'On-site']",egabi solutions ,"Sheraton, Cairo, Egypt ",Manager · 7+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Computer Science · Agile · CSS3 · Design · HTML5 · Information Technology (IT) · InVision · Software,https://wuzzuf.net/jobs/p/NlCkbvCUSvIB-UXUI-Team-Lead-egabi-solutions-Cairo-Egypt
86,Full Stack Developer,"['Full Time', 'On-site']",Confidential ,"Maadi, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · HTML · CSS · Java · Full Stack · MySQL · JavaScript · Software Development,https://wuzzuf.net/jobs/p/2W0BboXwFZum-Full-Stack-Developer-Cairo-Egypt
87,IT Specialist,"['Full Time', 'On-site']",Tatas ,"Abdeen, Cairo, Egypt ",Experienced · 5 - 6 Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · IT Specialist · IT,https://wuzzuf.net/jobs/p/4O1pS7nHBup6-IT-Specialist-Tatas-Cairo-Egypt
88,Software Tester,"['Full Time', 'On-site']",qTech.  ,"Mansoura, Dakahlia, Egypt ",Experienced · 1+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Quality Assurance · Quality Control · Engineering · Quality · SQL · Zephyr · Testing,https://wuzzuf.net/jobs/p/BpdZebifhPNd-Software-Tester-qTech-Dakahlia-Egypt
89,Manufacturing Execution System Project Coordinator (outsource),"['Full Time', 'On-site']",Prometeon Tyres Group – Egypt  (Ex-Pirelli Tyres Egypt) ,"Alexandria, Egypt ",Experienced · 1 - 2 Yrs of Exp · IT/Software Development · Computer Science · Engineering · Execution · Management · Manufacturing · Microsoft Office · PMP · Production · Project Management,https://wuzzuf.net/jobs/p/TRYhveh7mcAe-Manufacturing-Execution-System-Project-Coordinator-outsource-Prometeon-Tyres-Group-–-Egypt-Ex-Pirelli-Tyres-Egypt-Alexandria-Egypt
90,Senior Java Developers,"['Full Time', 'Remote']",Sos ,"Cairo, Egypt ",Experienced · 3 - 9 Yrs of Exp · IT/Software Development · Java · Spring Boot · Microservice Architecture · MySQL · kafka · Redis · WebSocket · Programming · Software Development,https://wuzzuf.net/jobs/p/cYFW2HQQL9k8-Senior-Java-Developers-Sos-Cairo-Egypt
91,Cloud Cyber Security Engineer,"['Full Time', 'Remote']",B-Link Technologies ,"Cairo, Egypt ",Experienced · 4+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Azure · Information Technology (IT) · Microsoft 365 · Microsoft · virtual · Cloud · Microsoft Cloud,https://wuzzuf.net/jobs/p/JkeGyOoh4piO-Cloud-Cyber-Security-Engineer-B-Link-Technologies-Cairo-Egypt
92,Senior Software Tester,"['Full Time', 'On-site']",qTech.  ,"Mansoura, Dakahlia, Egypt ",Experienced · 3+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Engineering · Project Management · Information Systems · Information Technology (IT) · Computer Science · Computer Engineering · Software,https://wuzzuf.net/jobs/p/vVQT5MGuWD7x-Senior-Software-Tester-qTech-Dakahlia-Egypt
93,HSE/ Service Safety Officer,"['Full Time', 'On-site']",Mantrac ,"10th of Ramadan City, Cairo, Egypt ",Entry Level · 0 - 4 Yrs of Exp · R&D/Science · Other · Quality · Environmental Science · HSE Management · HSE · quality · Science · QA · Quality Assurance,https://wuzzuf.net/jobs/p/OPTL59Hs8qX0-HSE-Service-Safety-Officer-Mantrac-Cairo-Egypt
94,Senior Full stack Java developer,"['Full Time', 'On-site']",MTS-IT ,"Maadi, Cairo, Egypt ",Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Computer Science · Full Stack · Information Technology (IT) · Software Development · CSS · spring Framework · Java SE,https://wuzzuf.net/jobs/p/Q4zr4d5FqcUo-Senior-Full-stack-Java-developer-MTS-IT-Cairo-Egypt
95,Product Owner,"['Internship', 'Hybrid']",intrazero ,"Nasr City, Cairo, Egypt ",Entry Level · Business Development · IT/Software Development · Analyst/Research · Business Analysis · Agile · Computer Science · Information Technology (IT) · JIRA · Product · Product Management,https://wuzzuf.net/internship/8DPjJ4SO1tLN-Product-Owner-intrazero-Cairo-Egypt
96,Quality Control/Quality Assurance,"['Full Time', 'On-site']",Progoodness Foods ,"6th of October, Giza, Egypt ",Experienced · 2 - 6 Yrs of Exp · R&D/Science · Hospitality/Hotels/Food Services · Food Science · Food Safety · R&amp;D · Science · Research · Microsoft Excel · Safety · Product Development,https://wuzzuf.net/jobs/p/lHMmSQmuKLjM-Quality-ControlQuality-Assurance-Progoodness-Foods-Giza-Egypt
97,Cyber Security Engineer,"['Full Time', 'On-site']",Health Insights Group ,"Mohandessin, Giza, Egypt ",Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Network Security · Security Systems · DevOps · Splunk · ISO 27001 · NIST,https://wuzzuf.net/jobs/p/iWh1dWW9jDwz-Cyber-Security-Engineer-Health-Insights-Group-Giza-Egypt
98,Technical Support / Application Support Engineer,"['Full Time', 'On-site']",eVision ,"New Cairo, Cairo, Egypt ",Entry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · SQL · Oracle · Microsoft SQL · Networking · Application Security · Computer Engineering · Technical Support,https://wuzzuf.net/jobs/p/FZQewozyWJ7a-Technical-Support-Application-Support-Engineer-eVision-Cairo-Egypt
99,IT-Back office,"['Full Time', 'On-site']",FMPlus Property & Facility Management ,"Maadi, Cairo, Egypt ",Entry Level · 0 - 2 Yrs of Exp · Administration · Customer Service/Support · IT/Software Development · Computer Engineering · Engineering · Information Technology (IT) · Oracle · Cloud · Software Development · Microsoft Office,https://wuzzuf.net/jobs/p/8hewkmib1CPv-IT-Back-office-FMPlus-Property-Facility-Management-Cairo-Egypt
100,Senior Dot NET Full Stack Developer,"['Full Time', 'Hybrid']",Confidential ,"6th of October, Giza, Egypt ",Experienced · 4 - 7 Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · Software · Computer Science · Information Technology (IT) · Agile · Angular · .Net Framework · Full Stack Development,https://wuzzuf.net/jobs/p/ZSfQLR6ZIba9-Senior-Dot-NET-Full-Stack-Developer-Giza-Egypt
101,IT Help Desk,"['Full Time', 'On-site']",Eagle Chemicals ,"6th of October, Giza, Egypt ",Experienced · 0 - 2 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · CCNA · MCSA · CompTIA A+ · CompTIA n+ · Firewall · VPN · VMware vSphere,https://wuzzuf.net/jobs/p/LwRWmeN6h4ES-IT-Help-Desk-Eagle-Chemicals-Giza-Egypt
102,Senior HSE Specialist,"['Full Time', 'On-site']",Rameda ,"6th of October, Giza, Egypt ",Experienced · 3 - 5 Yrs of Exp · Manufacturing/Production · Medical/Healthcare · Pharmaceutical · Medical · Healthcare · Pharmaceutical · Science · ISO · OSHA · Safety,https://wuzzuf.net/jobs/p/oBBLLJ0E3XBH-Senior-HSE-Specialist-Rameda-Giza-Egypt
103,Front End Developer,"['Full Time', 'On-site']", Roaya ,"Maadi, Cairo, Egypt ",Entry Level · 1 - 3 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Angular · Computer Science · CSS · front-end · HTML · HTML5 · Information Technology (IT),https://wuzzuf.net/jobs/p/ofxUXYK6uAoW-Front-End-Developer-Roaya-Cairo-Egypt
104,Senior Network & Security Engineer,"['Full Time', 'On-site']",Universities of Canada in Egypt ,"New Capital, Cairo, Egypt ",Experienced · 5 - 10 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · CCNA · CCNP · Cisco · Computer Engineering · Computer Science · Engineering · Information Technology (IT),https://wuzzuf.net/jobs/p/jAhb2ssBeRdJ-Senior-Network-Security-Engineer-Universities-of-Canada-in-Egypt-Cairo-Egypt
105,Regulatory Affairs Specialist,"['Full Time', 'On-site']",Parkville Pharmaceuticals ,"Giza, Egypt ",Experienced · 3 - 4 Yrs of Exp · Medical/Healthcare · Pharmaceutical · Regulatory Affairs · Science · Pharmacy · Pharmaceuticals,https://wuzzuf.net/jobs/p/5hl6iv5HhxM6-Regulatory-Affairs-Specialist-Parkville-Pharmaceuticals-Giza-Egypt
106,Product Manager - Faainex Platform Products,"['Full Time', 'On-site']",Finiex Soft  ,"Fleming, Alexandria, Egypt ",Manager · 5 - 8 Yrs of Exp · Business Development · IT/Software Development · Project/Program Management · Information Technology (IT) · product manager · Product Management · Product Development · Management · Computer Science · Project Management,https://wuzzuf.net/jobs/p/VExutJgVDECn-Product-Manager---Faainex-Platform-Products-Finiex-Soft-Alexandria-Egypt
107,Senior Climate Change Mitigation Specialist,"['Full Time', 'Hybrid']",Integral Consult  ,"Maadi, Cairo, Egypt ",Experienced · 4 - 8 Yrs of Exp · Engineering - Mechanical/Electrical · Engineering - Oil & Gas/Energy · Environmental Engineering · Environmental Science · Environmental,https://wuzzuf.net/jobs/p/3wMJkWAkDrbp-Senior-Climate-Change-Mitigation-Specialist-Integral-Consult-Cairo-Egypt
108,Senior Quality Assurance engineer,"['Full Time', 'On-site']",TechnoBit Group ,"Obour City, Cairo, Egypt ",Experienced · 3+ Yrs of Exp · R&D/Science · Quality · Engineering - Other · Chemical Engineering · QA · Manufacturing · Quality Control · Science · Chemical · Maintenance,https://wuzzuf.net/jobs/p/tmoqcvAEKIyx-Senior-Quality-Assurance-engineer-TechnoBit-Group-Cairo-Egypt
109,Mid-Level MERN Stack Engineer,"['Full Time', 'On-site']",Salem Ventures ,"Maadi, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Computer Science · Information Technology (IT) · JavaScript · React · Software Development · Software Engineering,https://wuzzuf.net/jobs/p/2OOtFTmDTcd0-Mid-Level-MERN-Stack-Engineer-Salem-Ventures-Cairo-Egypt
110,Android Developer,"['Full Time', 'Hybrid']",Seoudi Supermarket ,"Sheikh Zayed, Giza, Egypt ",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Android SDK · Computer Science · Information Technology (IT) · Kotlin · REST · SDK · Software · Software Development,https://wuzzuf.net/jobs/p/LWNPPOFODw5l-Android-Developer-Seoudi-Supermarket-Giza-Egypt
111,Odoo Developer,"['Full Time', 'On-site']",The Egyptian Carbonate Company for Minin ,"Misratah, Libya ",Experienced · 3 - 20 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · developer · Information Technology (IT) · Odoo Developer · Odoo · Python,https://wuzzuf.net/jobs/p/HYd8REKQxiEz-Odoo-Developer-The-Egyptian-Carbonate-Company-for-Minin-Misratah-Libya
